sequence_index,phase,local_normalized_time,mean_attention_weight,p05_attention_weight,p95_attention_weight
272,cooling,0.36180904522613067,0.0017635339,0.0008291394624393433,0.0027304684743285177
273,cooling,0.36683417085427134,0.001770495,0.000830615742597729,0.0027395999524742363
274,cooling,0.37185929648241206,0.0017774012,0.0008327330695465207,0.0027528264094144107
275,cooling,0.3768844221105528,0.0017842515,0.0008350787218660116,0.002762137260288
276,cooling,0.38190954773869346,0.0017910551,0.0008369590970687569,0.0027715566335245966
277,cooling,0.3869346733668342,0.0017978189,0.0008394730277359486,0.0027802048018202184
278,cooling,0.3919597989949749,0.0018045562,0.0008413787698373199,0.0027922244509682058
279,cooling,0.3969849246231156,0.0018112388,0.000842689600540325,0.00280593188945204
280,cooling,0.4020100502512563,0.0018178964,0.0008440634817816318,0.0028134725056588646
281,cooling,0.40703517587939697,0.0018245258,0.0008453787304461002,0.002834485308267176
282,cooling,0.4120603015075377,0.0018311072,0.0008471168985124677,0.002845611074008047
283,cooling,0.4170854271356784,0.0018376663,0.000848773936741054,0.002859822264872491
284,cooling,0.4221105527638191,0.0018441865,0.0008515643770806491,0.00286753938999027
285,cooling,0.4271356783919598,0.0018506786,0.0008529214246664196,0.00287826347630471
286,cooling,0.4321608040201005,0.0018571353,0.0008544674783479422,0.0028850407572463153
287,cooling,0.4371859296482412,0.0018635589,0.0008559556328691543,0.0028958869166672225
288,cooling,0.44221105527638194,0.0018699677,0.0008576229738537222,0.0029052282217890022
289,cooling,0.4472361809045226,0.001876336,0.0008591104007791728,0.002922424138523638
290,cooling,0.45226130653266333,0.0018826884,0.000860797701170668,0.0029338755179196597
291,cooling,0.457286432160804,0.0018890058,0.0008624962065368891,0.0029368380783125754
292,cooling,0.4623115577889447,0.0018952864,0.0008652237593196332,0.0029424472944810983
293,cooling,0.46733668341708545,0.0019015586,0.000867537222802639,0.0029541195370256903
294,cooling,0.4723618090452261,0.0019077909,0.000869326910469681,0.002962699392810463
