epoch,train_weighted_temperature,train_weighted_logF,train_weighted_retention,train_weighted_physics,train_weighted_initial,train_weighted_continuity,validation_weighted_temperature,validation_weighted_logF,validation_weighted_retention,validation_weighted_physics,validation_weighted_initial,validation_weighted_continuity
1,0.7058189511299133,0.1267523169517517,0.09468469768762589,1.343770146369934,0.0025585053488612177,0.005264152586460114,0.020956970751285553,0.02378559112548828,0.052974797785282135,0.04521557316184044,4.464680096134544e-05,0.00013834364945068957
2,0.016730615869164467,0.010723904706537724,0.015089543536305428,0.015236886218190193,3.51393420714885e-05,0.0001409884309396148,0.013341270387172699,0.005017939023673534,0.008179165422916412,0.008835460059344769,1.460438797948882e-05,3.05367517285049e-05
3,0.007067221682518721,0.0037362754810601473,0.006838799454271793,0.002196001820266247,1.9547111878637225e-05,2.657354052644223e-05,0.005521588958799839,0.001768717309460044,0.0019595648627728224,0.0014046806609258056,5.7204568292945623e-05,4.057521873619408e-05
4,0.00410065334290266,0.0011579316342249513,0.0013814375270158052,0.0016809587832540274,1.5064420585986228e-05,1.5806363080628216e-05,0.0037452836986631155,0.0035285991616547108,0.0016224809223785996,0.00276567111723125,9.312639303971083e-06,1.3766712800133974e-05
5,0.004266728647053242,0.0017259694868698716,0.002050087321549654,0.004004242364317179,9.975991270039231e-06,1.7612562805879862e-05,0.0038601800333708525,0.002558535896241665,0.001139265252277255,0.007536742836236954,1.4480808749794961e-05,1.1680713942041621e-05
6,0.0032505691051483154,0.0009396299719810486,0.0007465977105312049,0.0017504764255136251,5.192656317376532e-06,1.212079732795246e-05,0.00242233881726861,0.0003852764784824103,0.0003168512776028365,0.0009692079620435834,6.139441393315792e-06,1.0128090798389168e-05
7,0.003033227287232876,0.0008332448778674006,0.0009865823667496443,0.0022933492437005043,5.469807365443558e-06,9.603235230315477e-06,0.0038487527053803205,0.004764412995427847,0.0040071457624435425,0.00195867195725441,6.585994560737163e-06,7.532106974394992e-06
8,0.003282856894657016,0.001442290609702468,0.0015249757561832666,0.001276090508326888,6.3530751504004e-06,7.3412906203884635e-06,0.003362601390108466,0.0019748283084481955,0.001616508699953556,0.0019447979284450412,1.3131430023349822e-05,9.000362479127945e-06
9,0.0037611082661896944,0.0016437181038782,0.0027446525637060404,0.0034914498683065176,1.1080404510721566e-05,1.1572013318073006e-05,0.007554023060947657,0.0031065326184034348,0.01944584771990776,0.0012331923935562372,1.5245705435518176e-05,1.273515372304246e-05
10,0.00413844920694828,0.0010426518274471164,0.0024133087135851383,0.001229986664839089,1.4472234761342407e-05,9.233070886693896e-06,0.002230204874649644,0.0007324614562094212,0.0021356751676648855,0.0005911829066462815,2.5332461518701167e-06,4.805765274795704e-06
11,0.001979624619707465,0.0002245754440082237,0.00036012782948091626,8.820183575153351e-05,1.551454988657497e-06,2.7241296265856365e-06,0.0016519740456715226,0.00018581120821181685,0.00012448409688659012,4.6579465561080724e-05,1.2155381227785256e-06,2.5994351744884627e-06
12,0.0019292247015982866,0.00017437644419260323,0.00015902395534794778,4.724584141513333e-05,1.026793870551046e-06,2.443480298097711e-06,0.002451744396239519,0.00017327064415439963,9.112848056247458e-05,4.263700975570828e-05,9.574581781635062e-07,2.7556779969017953e-06
13,0.0019564193207770586,0.00017316432786174119,0.00023374076408799738,5.838518336531706e-05,1.1347935469530057e-06,2.5995524993049914e-06,0.0022486408706754446,0.00017804432718548924,0.00031304708682000637,7.038134936010465e-05,1.5024158528831323e-06,3.5277564165880905e-06
14,0.001988921081647277,0.00017256058345083147,0.0001388978271279484,6.553307321155444e-05,1.4620800357079133e-06,2.5481303964625113e-06,0.0016486803069710732,0.00017494929488748312,9.068600775208324e-05,4.219885522616096e-05,1.2624335795408116e-06,2.053546268143691e-06
15,0.0020315502770245075,0.0001701112778391689,0.00016030810365919024,7.575138442916796e-05,9.738827429828235e-07,2.3002736270427705e-06,0.0026240923907607794,0.00019309920025989413,0.00014443341933656484,5.648336446029134e-05,1.06023262560484e-06,3.4751970815705136e-06
16,0.0019386374624446034,0.00019784976029768586,0.0002183659962611273,9.558813326293603e-05,1.1126256140414626e-06,2.6120993425138296e-06,0.0017186040058732033,0.00024501729058101773,0.0002883303677663207,0.00012334893108345568,9.437298103875946e-07,1.7879441656987184e-06
17,0.001930148690007627,0.0002034244971582666,0.00019223849812988192,0.00010539922368479893,1.3023339306528215e-06,2.2610929590882733e-06,0.0018264171667397022,0.00019690280896611512,7.88900360930711e-05,4.950073707732372e-05,1.0257960639137309e-06,2.213987318100408e-06
18,0.0018552392721176147,0.00015570363029837608,0.00012754608178511262,0.00012935869744978845,1.0944143468805124e-06,2.1429863409139215e-06,0.0017777669709175825,0.00014828378334641457,0.00013406197831500322,0.0012183345388621092,1.7672044123173692e-06,2.086556014546659e-06
19,0.0017270505195483565,0.0001147062866948545,7.867923704907298e-05,0.00010886300151469186,8.139691999531352e-07,1.703721864032559e-06,0.0013974746689200401,8.950245683081448e-05,6.785977893741801e-05,2.3590460841660388e-05,5.917805083299755e-07,1.3099920579406898e-06
20,0.0016720715211704373,0.00011093983630416915,7.436174200847745e-05,2.2051777705200948e-05,6.273062808759278e-07,1.5309115042327903e-06,0.0015098826261237264,9.864295134320855e-05,0.00011022578837582842,3.8353638956323266e-05,4.807342065760167e-07,1.3118548849888613e-06
21,0.0016804777551442385,9.808091999730095e-05,6.600432243430987e-05,2.2065914890845306e-05,5.746235274273204e-07,1.5492520105908626e-06,0.0016955324681475759,8.15243402030319e-05,4.0042730688583106e-05,3.4353670343989506e-05,7.237924819492036e-07,1.5050768524815794e-06
22,0.0017118437681347132,0.00011027997243218124,7.305663893930614e-05,2.5664365239208564e-05,5.812597919430118e-07,1.820980469346978e-06,0.0016256178496405482,0.0001306434569414705,7.512647425755858e-05,3.991456833318807e-05,5.789705483039143e-07,2.4340941308764743e-06
23,0.001693077734671533,0.0001088359349523671,6.95756243658252e-05,2.6613262889441103e-05,6.536205091833836e-07,1.6042697097873317e-06,0.0014869575388729572,9.188451804220676e-05,5.987782060401514e-05,3.061951429117471e-05,4.631173396774102e-07,1.2372041965136306e-06
24,0.001580617157742381,8.867115684552118e-05,4.492038715397939e-05,1.662570684857201e-05,4.5092542677593883e-07,1.2359641004877632e-06,0.0014620193978771567,7.816062134224921e-05,3.885304613504559e-05,1.124394384532934e-05,4.5634069465450013e-07,1.1454008927103133e-06
25,0.00159089092630893,8.319379412569106e-05,3.948633457184769e-05,1.3203835806052666e-05,4.3404816096881405e-07,1.2676254300458824e-06,0.0013649642933160067,0.00011227914365008473,3.240901787648909e-05,1.1892139809788205e-05,4.6558689064113424e-07,1.075720319931861e-06
26,0.0015701591037213802,9.203871741192415e-05,4.265484676579945e-05,1.3636435141961556e-05,4.608728431776399e-07,1.1781052307924257e-06,0.0014651068486273289,0.00011448120494605973,4.181278563919477e-05,1.5365043509518728e-05,4.0016484490479345e-07,1.30705266201403e-06
27,0.0015939834993332624,9.133038111031055e-05,4.20964315708261e-05,1.5045240616018418e-05,4.1921362026187126e-07,1.2498940122895874e-06,0.0013560273218899965,8.07159231044352e-05,3.2015599572332576e-05,1.9063680156250484e-05,4.0126378735294567e-07,1.2099361811124255e-06
28,0.0015939708100631833,8.9879053120967e-05,4.4423861254472286e-05,1.2494901966420002e-05,4.4336670725897423e-07,1.2998326383240056e-06,0.001413250109180808,8.232625259552151e-05,2.826333002303727e-05,2.6226889531244524e-05,5.08446055391687e-07,1.3782750102109277e-06
29,0.001827523927204311,8.865287236403674e-05,4.163861376582645e-05,1.937715023814235e-05,4.3929362618655433e-07,1.3702720025321469e-06,0.0019251933554187417,9.630052227294073e-05,9.557512385072187e-05,3.356336310389452e-05,5.7575443861424e-07,2.5476638256805018e-06
30,0.0016802339814603329,0.00010317859414499253,7.499407365685329e-05,1.9416274881223217e-05,4.7338685362774416e-07,1.5342475307988934e-06,0.0013870238326489925,8.613836689619347e-05,4.816527507500723e-05,1.1972179891017731e-05,4.032026026834501e-07,2.0616655092453586e-06
31,0.0015499804867431521,9.187257819576189e-05,4.589058517012745e-05,1.3932308320363518e-05,4.2482365643081725e-07,1.2884664101875388e-06,0.0014873913023620844,8.899227395886555e-05,6.330967153189704e-05,1.5644001905457117e-05,5.499915459949989e-07,1.3320161087904127e-06
32,0.001540471101179719,7.889770495239645e-05,3.9495549572166055e-05,9.956646863429341e-06,3.6227729651727717e-07,1.0854228094103746e-06,0.0013512979494407773,7.133063627406955e-05,3.076730718021281e-05,1.3464247786032502e-05,3.574613174350816e-07,1.1297455785097556e-06
33,0.0015090308152139187,7.553143223049119e-05,3.431682489463128e-05,1.069210429704981e-05,3.4676545510592407e-07,1.0521829608478585e-06,0.0013104965910315514,8.935231016948819e-05,2.5401133825653233e-05,7.857091077312361e-06,4.296212864574045e-07,9.66931474977173e-07
34,0.0015085169579833746,7.700214337091893e-05,3.075627682846971e-05,8.394003998546395e-06,3.4872323340096045e-07,1.0931943506875542e-06,0.0014527598395943642,6.575814768439159e-05,4.075702599948272e-05,8.34459478937788e-06,3.6049752907274527e-07,1.1405491022742353e-06
35,0.0014998922124505043,7.882279169280082e-05,3.401180583750829e-05,8.82988933881279e-06,3.680200961753144e-07,1.0599839697533752e-06,0.0013245359295979142,6.914056575624272e-05,2.471795778546948e-05,1.9463426724541932e-05,4.7427556637558155e-07,1.290614909521537e-06
36,0.0014952282654121518,7.732211815891787e-05,3.486944842734374e-05,1.0799254596349783e-05,3.538477130859974e-07,1.0713773917814252e-06,0.001343395677395165,7.421044574584812e-05,2.569528078311123e-05,1.1744033145077992e-05,3.461663936832338e-07,1.1091335181845352e-06
37,0.001496236538514495,8.305445953737944e-05,3.337555244797841e-05,1.0001351256505586e-05,3.5050836686423283e-07,1.0333379577787128e-06,0.0013057159958407283,8.603272726759315e-05,4.157126386417076e-05,1.148242245108122e-05,3.124158183709369e-07,1.0661542546586134e-06
38,0.0014638032298535109,7.351386739173904e-05,2.9448945497279055e-05,7.614261903654551e-06,3.1413333090313245e-07,9.238042366632726e-07,0.0013126039411872625,6.921148451510817e-05,3.0400879040826112e-05,6.00398516326095e-06,3.686569698402309e-07,9.677029083832168e-07
39,0.0014518470270559192,7.115900370990857e-05,2.6579304176266305e-05,6.518638201669091e-06,3.1788094929652293e-07,9.15070268092677e-07,0.001293093548156321,7.37969676265493e-05,4.099621583009139e-05,6.663335170742357e-06,3.1508795927948086e-07,9.882929589366541e-07
40,0.001456952653825283,7.135156192816794e-05,2.8887894586659968e-05,6.887214567541378e-06,3.205872872058535e-07,9.96979906631168e-07,0.0012826662277802825,6.385769665939733e-05,2.406413659628015e-05,7.612220542796422e-06,3.111977093794849e-07,9.815777048061137e-07
41,0.0014731816481798887,7.244232983794063e-05,2.8642360121011734e-05,7.141919923014939e-06,3.1064960239746145e-07,9.496116035734303e-07,0.0013023692881688476,6.422471051337197e-05,2.1712452507927082e-05,7.722118425590452e-06,3.091818143730052e-07,9.081674761546311e-07
42,0.0014590505743399262,7.210581679828465e-05,2.7207352104596794e-05,7.5321313488529995e-06,2.997744104504818e-07,9.663073797128163e-07,0.0013020491460338235,6.661109364358708e-05,3.0332328606164083e-05,1.0057651707029436e-05,3.122187536064303e-07,9.153110113402364e-07
43,0.0014535041991621256,7.102794188540429e-05,2.7164278435520828e-05,6.9487568907788955e-06,3.0946828246669614e-07,9.216497346642428e-07,0.0013157767243683338,6.98647927492857e-05,3.918205402442254e-05,5.681651146005606e-06,3.5921977996622446e-07,8.701480510353577e-07
44,0.0014752605929970741,7.337392162298784e-05,3.058485162910074e-05,7.898527655925136e-06,3.03028400594485e-07,9.395014785695821e-07,0.0013043034123256803,6.726797437295318e-05,2.7686042813002132e-05,7.262101462401915e-06,3.750280029635178e-07,9.385570592712611e-07
45,0.0014395701000466943,6.789278268115595e-05,2.5550876671331935e-05,6.389723694155691e-06,2.903649374275119e-07,9.047860658029095e-07,0.0012727200519293547,6.246449629543349e-05,2.0529832909232937e-05,5.5167711252579466e-06,2.9409522994683357e-07,9.060792763193604e-07
46,0.00143953668884933,6.857686821604148e-05,2.5142810045508668e-05,5.833357135998085e-06,2.8676861347776143e-07,9.135074833466207e-07,0.0012914373073726892,6.409609341062605e-05,2.4280827346956357e-05,6.402195595001103e-06,3.0073033485678025e-07,9.797159691515845e-07
47,0.0017884531989693642,6.950093666091561e-05,2.759849485300947e-05,6.071737516322173e-06,2.846955112545402e-07,8.763850019022357e-07,0.0013827363727614284,7.823462510714307e-05,5.59282379981596e-05,8.601691661169752e-06,2.953195462396252e-07,1.0792759894684423e-06
48,0.0015433112857863307,7.340512820519507e-05,3.935246786568314e-05,7.17751709089498e-06,2.9470124900399243e-07,1.0431261216581334e-06,0.0012800304684787989,6.22263178229332e-05,2.019786916207522e-05,6.6035222516802605e-06,2.854396598195308e-07,8.799729585007299e-07
49,0.0015509127406403422,7.041463686618954e-05,2.732407119765412e-05,6.068129096092889e-06,2.785930519166868e-07,9.060548109118827e-07,0.0012715093325823545,6.538653542520478e-05,2.614966797409579e-05,6.443640813813545e-06,2.8142283099441555e-07,8.568034900235944e-07
50,0.0016181216342374682,6.734297494404018e-05,2.7661097192321904e-05,5.6221870181616396e-06,2.77254230240942e-07,8.795804205874447e-07,0.0012850392377004027,6.464676698669791e-05,2.728752588154748e-05,5.436178071249742e-06,2.817763288476272e-07,8.824666110740509e-07
51,0.001430765725672245,6.836972170276567e-05,2.7400899853091687e-05,5.576638159254799e-06,2.766249508567853e-07,8.759516276768409e-07,0.001278427429497242,6.343883433146402e-05,2.0989862605347298e-05,5.096600034448784e-06,2.7884996143257015e-07,8.971364877652377e-07
52,0.0016464743530377746,6.75049886922352e-05,2.473931817803532e-05,5.6466315072611906e-06,2.714165475481423e-07,8.600340152042918e-07,0.0012997238663956523,6.366778688970953e-05,2.329074777662754e-05,5.821437298436649e-06,2.847224550350802e-07,9.586811756889802e-07
53,0.001463270396925509,6.78677242831327e-05,2.6256659111822955e-05,5.95647725276649e-06,2.785902552204789e-07,8.953426004154609e-07,0.0012729946756735444,6.153294089017436e-05,2.18034656427335e-05,5.43994246982038e-06,2.7347691684553864e-07,8.880541827238631e-07
54,0.0014251461252570152,6.757734081475064e-05,2.3588141630170867e-05,5.866858373337891e-06,2.753135504462989e-07,8.954961231211201e-07,0.0012728084111586213,6.510905222967267e-05,2.0911107640131377e-05,5.887533916393295e-06,2.895043962780619e-07,8.550006896257401e-07
55,0.0014190265210345387,6.730554741807282e-05,2.401504934823606e-05,5.746711849496933e-06,2.733594556048047e-07,8.505524419888389e-07,0.0013133010361343622,6.438224227167666e-05,2.16850166907534e-05,5.115659860166488e-06,2.794197371258633e-07,1.0385858331574127e-06
56,0.0014226175844669342,6.762138946214691e-05,2.5356073820148595e-05,6.0966212913626805e-06,2.772919970084331e-07,8.486938895657659e-07,0.0012745101703330874,6.672824383713305e-05,2.0230636437190697e-05,7.315617040148936e-06,2.8237905098649206e-07,8.89839338924503e-07
57,0.0014232767280191183,6.875886174384505e-05,2.416936695226468e-05,5.6837770898710005e-06,2.6573281957098517e-07,8.505310688633472e-07,0.0012654172023758292,6.105368083808571e-05,1.9681596313603222e-05,5.556241376325488e-06,2.7293126549921e-07,8.55761390994303e-07
