epoch,learning_rate,epoch_seconds,elapsed_seconds,train_total,train_temperature,train_logF,train_retention,train_physics,train_trajectory_F,train_initial,train_continuity,train_selection_score,validation_total,validation_temperature,validation_logF,validation_retention,validation_physics,validation_trajectory_F,validation_initial,validation_continuity,validation_selection_score
11,0.0010000000474974513,32.5303962959988,444.4881973529991,0.008568225428462029,0.0015371463960036635,0.0016882154159247875,0.0032486608251929283,0.005414139479398727,0.005297316703945398,4.6203105739550665e-05,0.00011023920524166897,0.20794974267482758,0.009077451191842556,0.0013076758477836847,0.0017048747977241874,0.004270811565220356,0.004561445210129023,0.009049518965184689,7.85666998126544e-05,0.00022414076374843717,0.25146058201789856
12,0.0010000000474974513,32.55833066299965,477.0465411969999,0.004160253331065178,0.001171367708593607,0.0005230905953794718,0.0010106011759489775,0.0027161461766809225,0.002932497998699546,2.9491255190805532e-05,9.261844388674945e-05,0.1405513882637024,0.004071490373462439,0.0010236012749373913,0.0003350422193761915,0.0016327195335179567,0.0005136750405654311,0.0003782251733355224,2.0672428945545107e-05,3.090822428930551e-05,0.11166464537382126
13,0.0010000000474974513,32.52849469400098,509.57504988599976,0.0032312425319105387,0.001150137628428638,0.00036911890492774546,0.00042585402843542397,0.0012760357931256294,0.0013297776458784938,1.605550824024249e-05,6.786227459087968e-05,0.11269479990005493,0.0029508855659514666,0.0009065959602594376,0.0005891256150789559,0.0002944085863418877,0.002484924392774701,0.0009524857741780579,3.586406819522381e-05,2.0807881810469553e-05,0.11082147806882858
14,0.0005000000237487257,32.66405145599856,542.2391168100003,0.002176766749471426,0.0009057188872247934,0.0001992801990127191,0.00012294626503717154,0.0003946315555367619,0.0004116343625355512,1.0166178981307894e-05,2.6229081413475797e-05,0.07462890446186066,0.0018114626873284578,0.0007120114751160145,0.00021582799672614783,8.284804061986506e-05,0.0008613273384980857,0.0004926397232338786,6.929160008439794e-06,1.9378978322492912e-05,0.0744747519493103
15,0.0005000000237487257,32.542354428998806,574.7814876699995,0.0019724550656974316,0.0008513756329193711,0.00015917154087219387,7.90483973105438e-05,0.00028333684895187616,0.0003261011152062565,8.467357474728487e-06,2.3037167920847423e-05,0.06810492277145386,0.0016745611792430282,0.0007386601064354181,0.00012346712173894048,5.82028878852725e-05,0.00011106254532933235,0.0002110965724568814,7.149622433644254e-06,3.749660754692741e-05,0.057915523648262024
16,0.0005000000237487257,32.60622748700189,607.387779525001,0.001977847656235099,0.0008465515566058457,0.00014384774840436876,0.00012086283095413819,0.00017023549298755825,0.0002517452812753618,7.223759894259274e-06,2.288343785039615e-05,0.06702948361635208,0.0018008190672844648,0.0007657345267944038,0.00012204964878037572,0.00012356173829175532,0.0002166496415156871,0.00034175137989223003,6.643059350608382e-06,1.4094130165176466e-05,0.0674920380115509
17,0.0005000000237487257,32.52235523800118,639.9101522650017,0.0020975463557988405,0.0009039462311193347,0.00015984971832949668,8.815962064545602e-05,0.00036300523788668215,0.00040630766307003796,8.568568773625884e-06,4.486707257456146e-05,0.07221449911594391,0.0025516788009554148,0.001076172455213964,0.00016199116362258792,0.00020075481734238565,0.00034400398726575077,0.00033506442559883,6.128921086201444e-06,1.5744999473099597e-05,0.07964504510164261
18,0.0005000000237487257,32.596032907000335,672.5061987920017,0.0019960731733590364,0.0008739258628338575,0.0001284896716242656,9.43645354709588e-05,0.00021532352548092604,0.00026669359067454934,8.103773325274233e-06,3.0239565603551455e-05,0.06692744046449661,0.002293152967467904,0.0009228350245393813,0.0001725774782244116,0.00023853193852119148,0.00030840723775327206,0.000347652705386281,7.867532985983416e-06,4.746181730297394e-05,0.07815272361040115
19,0.0005000000237487257,32.60044542600008,705.1066581369996,0.002395860617980361,0.000881504500284791,0.0002342172956559807,0.00036573054967448115,0.00028260506223887205,0.0003611614811234176,7.439700311806519e-06,3.899248986272141e-05,0.08134975284337997,0.0025600725784897804,0.0007420337060466409,0.0002541677968110889,0.0007995731430128217,0.00018735135381575674,0.00027474493253976107,1.246481406269595e-05,2.2827720385976136e-05,0.08675196766853333
20,0.0002500000118743628,32.577898601000925,737.6845711319984,0.001768412534147501,0.0007724270690232515,0.00010946228576358408,0.00010265076707582921,9.434701496502385e-05,0.0001642817514948547,5.789570423075929e-06,1.4310764527181163e-05,0.05889218673110008,0.0015737530775368214,0.0007132581667974591,7.694250234635547e-05,4.4379456085152924e-05,0.000244015347561799,0.000328597059706226,4.631917818187503e-06,1.0501537872187328e-05,0.059179048985242844
21,0.0002500000118743628,32.577634206001676,770.2622583670018,0.0017117540119215846,0.0007800647872500122,9.128112287726253e-05,5.055760993855074e-05,7.717075641267002e-05,0.00014460230886470526,4.923844699078472e-06,1.5761741451569833e-05,0.05498557537794113,0.0014934458304196596,0.0006523823249153793,0.0001245155290234834,5.4306743550114334e-05,5.5849814089015126e-05,0.00017657589341979474,5.212334599491442e-06,3.752572229132056e-05,0.05374681577086449
22,0.0002500000118743628,32.47580446699794,802.7380794560013,0.0016829174710437655,0.0007594421040266752,9.727393626235425e-05,5.834040712215938e-05,6.355487130349502e-05,0.0001342522446066141,5.034501100453781e-06,1.5601730410708115e-05,0.054610174149274826,0.0014872692991048098,0.0006809767801314592,8.126811007969081e-05,3.58160468749702e-05,6.012640369590372e-05,0.00013600736565422267,4.505380729824537e-06,1.76820012711687e-05,0.049745991826057434
23,0.0002500000118743628,32.58791178700267,835.3260065180002,0.0016900482587516308,0.0007685229647904634,9.181049244944006e-05,5.249164314591326e-05,6.999891047598794e-05,0.00013793398102279752,5.286320629238617e-06,1.1713700587279163e-05,0.05476152151823044,0.001465197536163032,0.0006608229596167803,8.327145042130724e-05,4.834047649637796e-05,0.00010350951924920082,0.00020994825172238052,5.688642431778135e-06,1.0197447409154847e-05,0.05316972732543945
24,0.0002500000118743628,32.66147270299916,867.9875046359994,0.0017408259445801377,0.0007871570996940136,0.00010063603258458897,5.378006972023286e-05,9.897957352222875e-05,0.00016810468514449894,4.698207249020925e-06,1.728035931591876e-05,0.056872282177209854,0.0016825934872031212,0.0007482627988792956,0.00011810856085503474,4.416163938003592e-05,0.000221578186028637,0.0002053771895589307,5.990353656670777e-06,1.0410138202132657e-05,0.05824019014835358
25,0.0002500000118743628,32.58900526200159,900.5765244169997,0.001790124224498868,0.0007890330743975937,0.00011264060594839975,8.609681390225887e-05,0.00010700608982006088,0.00017234204278793186,4.822074515686836e-06,2.1371684852056205e-05,0.05967429280281067,0.0016628704033792019,0.0007266024476848543,0.00011175670078955591,7.45673751225695e-05,0.00021695777832064778,0.00027408055029809475,3.917783487850102e-06,1.253740720130736e-05,0.06146927922964096
26,0.0002500000118743628,32.76139599700036,933.3380002070007,0.001989810261875391,0.0008794168825261295,0.00011760584311559796,9.96974267764017e-05,0.00010773637768579647,0.0001760462619131431,4.7128914957284e-06,2.4286211555590853e-05,0.06199076771736145,0.002115519717335701,0.0007448813412338495,0.0001732812961563468,0.0004179947718512267,0.00028604743420146406,0.0003155480953864753,4.979456207365729e-06,5.378078276407905e-05,0.07858464121818542
27,0.0001250000059371814,32.76508077499966,966.1030948890002,0.0016385528724640608,0.0007486665272153914,8.172114030458033e-05,5.0663118599914014e-05,6.943110201973468e-05,0.0001405814109602943,3.7317001897463342e-06,1.5189362784440164e-05,0.052980080246925354,0.0013908239779993892,0.0006387962494045496,7.206528971437365e-05,3.586936873034574e-05,4.058293052366935e-05,0.00010775707778520882,3.4027291349048028e-06,8.981616701930761e-06,0.04620994254946709
28,0.0001250000059371814,32.65059897199899,998.7537104799994,0.0015924661420285702,0.0007373515982180834,7.610814645886421e-05,3.5258148272987455e-05,4.974367038812488e-05,0.00011578667908906937,3.6408914638741408e-06,1.0581888091110159e-05,0.050369903445243835,0.0014780380297452211,0.0006793966749683022,7.395057764369994e-05,3.783453212236054e-05,6.0519501857925206e-05,0.00012807971506845206,4.156339400651632e-06,9.917748684529215e-06,0.04891957715153694
29,0.0001250000059371814,32.546440343998256,1031.300174873999,0.0016596384812146425,0.0007625839207321405,8.387849811697379e-05,4.218252070131712e-05,6.641905929427594e-05,0.00014227877545636147,3.6741644180438016e-06,1.4003248907101806e-05,0.053374648094177246,0.0014026376884430647,0.0006414218223653734,7.196701335487887e-05,3.838887278106995e-05,8.54026511660777e-05,0.0001225775631610304,3.904127879650332e-06,5.073734428151511e-06,0.04775248467922211
30,0.0001250000059371814,32.69771300299908,1063.9979026090004,0.0016166919376701117,0.0007466667448170483,7.75190201238729e-05,3.997023668489419e-05,4.502039519138634e-05,0.00011334785085637122,3.4080035220540594e-06,1.0272080544382334e-05,0.05073818936944008,0.0015565820503979921,0.000689192209392786,0.0001131785029429011,5.509430411620997e-05,7.264605665113777e-05,0.00014928913151379675,3.4305458029848523e-06,2.3172629880718887e-05,0.05364273488521576
31,0.0001250000059371814,32.540481970001565,1096.5384621720004,0.001650625024922192,0.0007597224903292954,8.181901648640633e-05,4.0725986764300615e-05,6.694142211927101e-05,0.00013327071792446077,3.7064951357024256e-06,1.570726089994423e-05,0.05263365060091019,0.0014955501537770033,0.0006720686797052622,0.00010661166743375361,3.526661021169275e-05,6.635709723923355e-05,0.00014381221262738109,3.909495262632845e-06,2.5080940758925863e-05,0.05088553950190544
32,6.25000029685907e-05,32.70200173700141,1129.2404768289998,0.0015599565813317895,0.000724373385310173,7.419305620715022e-05,3.134599683107808e-05,4.477409311220981e-05,0.00010682254651328549,3.058316451642895e-06,8.876897481968626e-06,0.04880991950631142,0.0013559124199673533,0.0006296945502981544,6.639915227424353e-05,2.5490022380836308e-05,3.721281245816499e-05,8.736233576200902e-05,2.8840661343565444e-06,6.246928023756482e-06,0.04307487607002258
33,6.25000029685907e-05,32.5949710950008,1161.8354730909996,0.001538040000014007,0.0007168357260525227,7.128708966774866e-05,2.8684133212664165e-05,3.319275492685847e-05,9.772124758455902e-05,2.978764541694545e-06,7.804133019817527e-06,0.047995734959840775,0.0014538647374138236,0.0006728996522724628,6.494056287920102e-05,3.443993773544207e-05,6.720013334415853e-05,0.00013843242777511477,3.74013666259998e-06,1.5907677152426913e-05,0.04811079800128937
34,6.25000029685907e-05,32.53396751400214,1194.3694545450016,0.0015630722045898438,0.0007275256793946028,7.331949018407613e-05,2.937854515039362e-05,4.218436515657231e-05,0.00010549623402766883,3.058334868910606e-06,7.987981007318012e-06,0.04892604053020477,0.0015347530134022236,0.0006965577485971153,7.803775952197611e-05,5.707714080926962e-05,5.117240289109759e-05,0.00010196492075920105,3.18459410664218e-06,1.0865880540222861e-05,0.050077080726623535
35,6.25000029685907e-05,32.56471747699834,1226.9341940669983,0.0016568151768296957,0.0007713777013123035,7.340299634961411e-05,3.5316577850608155e-05,4.0483024349668995e-05,0.000105975654150825,2.912168611146626e-06,1.0006065167544875e-05,0.04990532994270325,0.001382732531055808,0.0006417895201593637,6.453652895288542e-05,2.909991962951608e-05,4.569773955154233e-05,0.00010096070036524907,2.8153531275165733e-06,6.659507107542595e-06,0.04533764719963074
36,6.25000029685907e-05,32.5281512090005,1259.4624124529983,0.0015707853017374873,0.0007306814659386873,7.22687691450119e-05,3.18436068482697e-05,4.122598693356849e-05,0.00010489615669939667,2.905666406149976e-06,8.973829608294182e-06,0.048948023468256,0.0013961367076262832,0.0006514836568385363,6.249516445677727e-05,2.626662353577558e-05,3.464487963356078e-05,8.933398930821568e-05,2.842710728145903e-06,6.588246378669282e-06,0.044058166444301605
37,3.125000148429535e-05,32.56389209799818,1292.026323648999,0.0015156634617596865,0.0007074458408169448,6.95846465532668e-05,2.7182220946997404e-05,3.0057473850320093e-05,8.905024878913537e-05,2.7199012038181536e-06,7.275171810761094e-06,0.046376459300518036,0.0013166384305804968,0.0006109582027420402,6.639158527832478e-05,2.469751052558422e-05,2.9371280106715858e-05,8.987745241029188e-05,2.5803817607084056e-06,4.3782115426438395e-06,0.04257586598396301
38,3.125000148429535e-05,32.59953294300067,1324.6258731089983,0.0015075060073286295,0.0007040971540845931,6.804931763326749e-05,2.7596173822530545e-05,2.812813727359753e-05,9.014362876769155e-05,2.631059714985895e-06,5.905075340706389e-06,0.0466519296169281,0.0013165613636374474,0.0006105527281761169,6.570955883944407e-05,2.637650140968617e-05,2.6437934138812125e-05,8.373531454708427e-05,2.9294365049281623e-06,4.3330878725100774e-06,0.0422573983669281
39,3.125000148429535e-05,32.585241117001715,1357.2111308269996,0.0014958123210817575,0.0007005867082625628,6.58294593449682e-05,2.5392249881406315e-05,2.552779915276915e-05,8.767439430812374e-05,2.6609170618030475e-06,5.9901117310801055e-06,0.04633430764079094,0.0013132754247635603,0.0006121660117059946,6.243945972528309e-05,2.307718386873603e-05,2.609506009321194e-05,8.262507617473602e-05,2.5523643216729397e-06,5.618921022687573e-06,0.04172908887267113
40,3.125000148429535e-05,32.57854517800297,1389.7896944519998,0.0015042339218780398,0.0007032728171907365,6.710745947202668e-05,2.692266207304783e-05,2.8350668799248524e-05,8.9256587671116e-05,2.589276164144394e-06,5.6417611631331965e-06,0.046389080584049225,0.0013135637855157256,0.0006103140767663717,6.481128366431221e-05,2.407904867141042e-05,3.310768079245463e-05,8.105501183308661e-05,2.8341121378616663e-06,4.51302048531943e-06,0.04208798706531525
41,3.125000148429535e-05,32.606574135999836,1422.3963350010017,0.001506342552602291,0.000705254846252501,6.58386416034773e-05,2.639802551129833e-05,2.770006722130347e-05,9.036647679749876e-05,2.6070279091072734e-06,5.653104835801059e-06,0.046269867569208145,0.0013464256189763546,0.0006270906887948513,6.631444557569921e-05,2.2317501134239137e-05,2.867449256882537e-05,9.404366574017331e-05,2.595813157313387e-06,4.850241566600744e-06,0.04313039779663086
42,3.125000148429535e-05,32.593652666997514,1454.9900026350006,0.0015099900774657726,0.0007051186985336244,6.848120392533019e-05,2.7160172976437025e-05,3.1924504583003e-05,9.62709600571543e-05,2.5165518309222534e-06,6.672363269899506e-06,0.04742033779621124,0.0013391925022006035,0.0006223248783499002,6.144323560874909e-05,2.9965911380713806e-05,2.4134045816026628e-05,8.101671846816316e-05,2.561933342803968e-06,4.643454303732142e-06,0.04274441674351692
43,3.125000148429535e-05,32.4977278280021,1487.487744596001,0.0015584315406158566,0.0007298761629499495,6.749607564415783e-05,2.7375295758247375e-05,2.7395604774937965e-05,9.379458060720935e-05,2.6154209535889095e-06,8.072091986832675e-06,0.04736001789569855,0.0013401524629443884,0.0006267361459322274,6.0743841459043324e-05,2.095970558002591e-05,4.178796007181518e-05,0.00010488018597243354,2.451889713483979e-06,5.526461336557986e-06,0.04359617084264755
44,1.5625000742147677e-05,32.5178786510005,1520.0056367910001,0.0014891126193106174,0.0006982521153986454,6.440342258429155e-05,2.472519554430619e-05,2.569846219557803e-05,8.652207179693505e-05,2.419627662675339e-06,6.679211310256505e-06,0.0457441471517086,0.0013114851899445057,0.0006129229441285133,6.040959124220535e-05,2.120527278748341e-05,3.354527143528685e-05,9.12010291358456e-05,2.441146762066637e-06,4.257413820596412e-06,0.04217971861362457
45,1.5625000742147677e-05,32.54230227100197,1552.5479522269998,0.0014839821960777044,0.0006964928470551968,6.378694524755701e-05,2.4099919755826704e-05,2.3766046069795266e-05,8.583087765146047e-05,2.4062442207650747e-06,4.92099661641987e-06,0.04570432007312775,0.0013361686142161489,0.0006249836296774447,5.991871148580685e-05,2.2496480596601032e-05,2.9990007533342578e-05,8.214551053242758e-05,2.434491079839063e-06,5.435062121250667e-06,0.04182586818933487
46,1.5625000742147677e-05,32.550570215000334,1585.0985775400004,0.0016127130948007107,0.0007586855790577829,6.545899668708444e-05,2.6775702281156555e-05,2.350380782445427e-05,8.675741264596581e-05,2.4397202196269063e-06,5.131010311743012e-06,0.046333152800798416,0.0013127030106261373,0.000612843781709671,5.973390943836421e-05,2.322862928849645e-05,3.35626355081331e-05,8.655945566715673e-05,2.440345951981726e-06,4.527340479398845e-06,0.04188128560781479
47,1.5625000742147677e-05,32.63879277099841,1617.7373859260006,0.0014867845457047224,0.000696558621712029,6.521952309412882e-05,2.5071527488762513e-05,2.5441237085033208e-05,8.832210005493835e-05,2.4341175048903096e-06,5.882357527298154e-06,0.046124402433633804,0.001307095168158412,0.0006111335824243724,5.956394670647569e-05,2.2383583200280555e-05,2.243842936877627e-05,7.935448229545727e-05,2.4227902031270787e-06,3.943060619349126e-06,0.04117628559470177
48,1.5625000742147677e-05,32.45481658100107,1650.1922186650008,0.0014879322843626142,0.0006975364522077143,6.494153058156371e-05,2.492906787665561e-05,2.2702606656821445e-05,8.410555892623961e-05,2.3896195671113674e-06,4.796351277036592e-06,0.045004814863204956,0.0013142414391040802,0.0006119346944615245,6.571794801857322e-05,2.1704436221625656e-05,2.2655338398180902e-05,8.199519652407616e-05,2.5153556180157466e-06,4.3262825784040615e-06,0.041529133915901184
49,1.5625000742147677e-05,32.54570793300081,1682.7379397279983,0.00148208683822304,0.0006951153045520186,6.460216536652297e-05,2.413578658888582e-05,2.3670361770200543e-05,8.556464308639988e-05,2.3612194581801305e-06,5.15330930284108e-06,0.04593810439109802,0.001302235177718103,0.000606366025749594,6.0923230194021016e-05,2.551706893427763e-05,2.34800718317274e-05,7.689151971135288e-05,2.5860697405732935e-06,4.564250048133545e-06,0.041271377354860306
50,1.5625000742147677e-05,32.550183133000246,1715.2881493999994,0.0014793113805353642,0.0006934084231033921,6.538768502650782e-05,2.3978471290320158e-05,2.3932369003887288e-05,8.739456097828224e-05,2.3858988242864143e-06,4.9583741201786324e-06,0.04595542699098587,0.001386997988447547,0.0006477127317339182,6.216953624971211e-05,2.6347384846303612e-05,2.3395605239784345e-05,8.238812733907253e-05,2.393634531472344e-06,4.769025053974474e-06,0.04330914840102196
51,1.5625000742147677e-05,32.65344001400081,1747.94165814,0.0014860016526654363,0.0006962805637158453,6.472955283243209e-05,2.537544241931755e-05,2.5201321477652527e-05,8.599479042459279e-05,2.3616935322934296e-06,5.792323918285547e-06,0.04598362371325493,0.0013181957183405757,0.0006153794238343835,6.205624958965927e-05,2.1795318389195018e-05,2.609763942018617e-05,7.899710180936381e-05,2.457227992636035e-06,7.296833700820571e-06,0.041400834918022156
52,9.999999747378752e-06,32.524053904999164,1780.4657377000003,0.0014731880510225892,0.0006909015355631709,6.42135419184342e-05,2.4185870643123053e-05,2.3074791897670366e-05,8.350393181899562e-05,2.258278072986286e-06,4.522299605014268e-06,0.0454133041203022,0.001328510232269764,0.0006217893096618354,5.91469433857128e-05,2.2852225811220706e-05,2.2803351384936832e-05,7.76755332481116e-05,2.2924855329620186e-06,4.227894351060968e-06,0.04154291749000549
53,9.999999747378752e-06,32.495138446000055,1812.9608954540017,0.0014718339079990983,0.000690781744197011,6.38374185655266e-05,2.3595701350132003e-05,2.1578400264843367e-05,8.323826477862895e-05,2.249913677587756e-06,4.546420768747339e-06,0.044880788773298264,0.0012949681840837002,0.0006058633443899453,5.884217898710631e-05,2.1434187146951444e-05,2.3581786081194878e-05,7.972438470460474e-05,2.274526423207135e-06,3.7949212128296494e-06,0.04092567414045334
54,9.999999747378752e-06,32.48823089200232,1845.4491484440005,0.0014753317227587104,0.0006928161019459367,6.309359741862863e-05,2.3789980332367122e-05,2.1243457013042644e-05,8.359448111150414e-05,2.2339249881042633e-06,4.67888048660825e-06,0.04531038552522659,0.0013108025304973125,0.0006137462914921343,5.8514895499683917e-05,2.154023604816757e-05,2.3305883587454446e-05,7.962375093484297e-05,2.288402356498409e-06,6.956381184863858e-06,0.04095909744501114
55,9.999999747378752e-06,32.52955609399942,1877.978718233,0.0014809549320489168,0.0006945818313397467,6.443693564506248e-05,2.4258968551293947e-05,2.393696195213124e-05,8.554998930776492e-05,2.221659769929829e-06,4.791362698597368e-06,0.0453374870121479,0.0013202327536419034,0.0006165136001072824,6.090401075198315e-05,2.285554728587158e-05,2.8336748073343188e-05,7.988991274032742e-05,2.2674958017887548e-06,3.853208909276873e-06,0.04173721745610237
56,9.999999747378752e-06,32.52686978300335,1910.5056453260004,0.0014688532100990415,0.000690107059199363,6.260471855057403e-05,2.325401692360174e-05,2.111599678755738e-05,8.268520468845963e-05,2.232447968708584e-06,4.4553707994055e-06,0.045128513127565384,0.0013372213579714298,0.0006252948078326881,6.062360989744775e-05,2.2992524463916197e-05,2.2206811991054565e-05,7.971891318447888e-05,2.3024422262096778e-06,5.643740678351605e-06,0.041964780539274216
57,9.999999747378752e-06,32.48683342399818,1942.9924928069995,0.0014755639713257551,0.0006922570173628628,6.340465188259259e-05,2.4852497517713346e-05,2.1187799575272948e-05,8.27545954962261e-05,2.225599928351585e-06,4.516821263678139e-06,0.04520045220851898,0.001303943106904626,0.0006094968994148076,6.038849096512422e-05,2.0925730495946482e-05,2.9116334189893678e-05,7.96230960986577e-05,2.2445101421908475e-06,4.987547072232701e-06,0.041218213737010956
58,9.999999747378752e-06,32.574731829001394,1975.5672387980012,0.0014759028563275933,0.0006921932217665017,6.501746975118294e-05,2.3437107302015647e-05,2.365322143305093e-05,8.61950175021775e-05,2.241807351310854e-06,4.722963694803184e-06,0.04548116773366928,0.0012977172154933214,0.0006042236927896738,6.534529529744759e-05,2.0829305867664516e-05,2.4414639483438805e-05,8.506543235853314e-05,2.2850065306556644e-06,4.252871804055758e-06,0.0414569228887558
59,9.999999747378752e-06,32.532020211998315,2008.099272391999,0.0014897527871653438,0.0006998257013037801,6.369218317558989e-05,2.3563728973385878e-05,2.1439322154037654e-05,8.325479575432837e-05,2.183567630709149e-06,4.83412668472738e-06,0.04533994570374489,0.001308197039179504,0.000606495188549161,6.961035978747532e-05,2.2671287297271192e-05,2.2617403374169953e-05,8.617220737505704e-05,2.163669705623761e-06,4.4715434341924265e-06,0.04198195040225983
60,9.999999747378752e-06,32.53744592700241,2040.6367321629987,0.0014759809710085392,0.0006921553867869079,6.428897904697806e-05,2.439648778818082e-05,2.3043761757435277e-05,8.512502972735092e-05,2.1682233182218624e-06,4.6368872972379904e-06,0.044829562306404114,0.0012999996542930603,0.0006079548038542271,5.920905459788628e-05,2.179337025154382e-05,2.4677223336766474e-05,8.337612962350249e-05,2.1712914985982934e-06,4.029013780382229e-06,0.041326623409986496
61,9.999999747378752e-06,32.57938975399884,2073.2161753969995,0.001468995469622314,0.0006892794626764953,6.35886681266129e-05,2.4042368750087917e-05,2.1445684978971258e-05,8.457397780148312e-05,2.1889436538913287e-06,4.417433501657797e-06,0.04547564685344696,0.0013022280763834715,0.0006092984694987535,6.0954818764002994e-05,1.9895069272024557e-05,2.138291165465489e-05,7.765830378048122e-05,2.168610990338493e-06,4.260960395185975e-06,0.0407726988196373
62,9.999999747378752e-06,32.49499244699837,2105.7111886429993,0.0014707366935908794,0.000690090237185359,6.348145689116791e-05,2.4250040951301344e-05,2.1492929590749554e-05,8.366980910068378e-05,2.167659886254114e-06,4.587088369589765e-06,0.04549229145050049,0.0012999310856685042,0.0006077795405872166,5.948881516815163e-05,2.2101125068729743e-05,2.147943087038584e-05,7.918439223431051e-05,2.2142312445794232e-06,4.12640019931132e-06,0.04096633568406105
63,9.999999747378752e-06,32.49678305500129,2138.2079850830014,0.001470905146561563,0.0006905436748638749,6.32479932392016e-05,2.3567046810057946e-05,2.244971074105706e-05,8.331171557074413e-05,2.1729254058300285e-06,5.4008532970328815e-06,0.04499634727835655,0.0013113380409777164,0.0006120585021562874,6.061546810087748e-05,2.274161670356989e-05,2.7814347049570642e-05,8.852377504808828e-05,2.3449279069609474e-06,8.482576959067956e-06,0.04183150827884674
