epoch,train_weighted_temperature,train_weighted_logF,train_weighted_retention,train_weighted_physics,train_weighted_initial,train_weighted_continuity,validation_weighted_temperature,validation_weighted_logF,validation_weighted_retention,validation_weighted_physics,validation_weighted_initial,validation_weighted_continuity
1,0.9733002781867981,0.0682692676782608,0.07791871577501297,0.0,0.04910322427749634,0.02673941254615784,0.5752257108688354,0.02657867968082428,0.014280147850513458,0.0,0.023616373538970947,0.005241699516773224
2,0.4016236364841461,0.012432894669473171,0.011392992921173573,0.0,0.01737973839044571,0.0029961423948407177,0.3016504943370819,0.00772144366055727,0.01022210344672203,0.0,0.007141654193401337,0.0018430499359965325
3,0.24153193831443787,0.004010847769677639,0.006673014722764492,0.0,0.0035963289439678195,0.0018875788897275926,0.21098721027374268,0.0071791731752455235,0.027752935886383057,0.0,0.0011907411739230157,0.0016648922115564348
4,0.1916116327047348,0.002774543594568968,0.003647607285529375,0.0,0.0010877578519284726,0.0009755095466971398,0.18168328702449799,0.0037446387577801943,0.0020845234394073486,0.0,0.0011822733096778393,0.00048166825436055664
5,0.17523787915706635,0.001799492514692247,0.001960314577445388,0.0,0.0011622084304690361,0.0007173015736043454,0.16273383796215057,0.0018887020414695144,0.0022279515396803617,0.0,0.0014203370548784733,0.000479777529835701
6,0.15175549685955048,0.0012450689682736993,0.0011368466075509787,0.0,0.0012746704742312431,0.0005425849929451943,0.14035378396511078,0.0016830130480229855,0.001047770376317203,0.0,0.0022669687867164614,0.0004966237116605044
7,0.123063825070858,0.0012355538783594966,0.0013724237214773893,0.0,0.001605737954378128,0.0005597842857241631,0.10707934200763702,0.0015827035531401634,0.0010856587905436754,0.0,0.0010483508929610252,0.0006260071881115437
8,0.09175281971693039,0.0010071336291730404,0.001632157014682889,0.0,0.0014075158163905145,0.0005284409038722515,0.07393337786197662,0.0004579538363032043,0.0005555911338888109,0.0,0.0009842047467827797,0.0006888820324093104
9,0.0511847622692585,0.0016462223138660192,0.003755756188184023,0.0,0.0012119425460696222,0.0007616762071847917,0.0357184000313282,0.007802165113389492,0.03088092990219593,0.0,0.0006886350922286511,0.0014424916356801988
10,0.02824227139353752,0.0024230568669736385,0.0031475818250328302,0.0,0.0008591966703534126,0.0004917353391647339,0.02807018533349037,0.0007466492243111134,0.0016538756899535656,0.0,0.00033496888354420665,0.0006543447263538838
11,0.01885753683745861,0.0006150747067295015,0.0005755622405558825,0.0,0.0005387349985539914,0.0003719323314726353,0.018135039135813713,0.00041077338391914964,0.0009840772254392505,0.0,0.0012347936630249024,0.00041896291077136993
12,0.015601430088281631,0.0005369038553908467,0.0007102282834239304,0.0,0.00044291187077760696,0.0003673424478620291,0.010832339525222778,0.0009433621889911592,0.0036571747623384,0.0,0.0002842351561412215,0.0001642909599468112
13,0.016156785190105438,0.001164459390565753,0.0013620902318507433,0.0,0.0004123944323509932,0.00044306796044111255,0.010667826980352402,0.0005219593876972795,0.0004457738541532308,0.0,0.0002500903094187379,0.0002443785546347499
14,0.009474562481045723,0.00042245115037076175,0.0003422973386477679,0.0,0.0002379978308454156,0.00021103140898048878,0.010228854604065418,0.0005196597194299102,0.00039843152626417577,0.0,0.0004634810611605644,0.0002387935295701027
15,0.008533649146556854,0.0004605330468621105,0.0003163100918754935,0.0,0.00023033344186842444,0.00021075988188385965,0.02252299338579178,0.0003071236133109778,0.0003360094560775906,0.0,0.00022301319986581803,0.00204425472766161
16,0.008795840665698051,0.0007691639475524426,0.0013943272642791271,0.0,0.00021950947120785713,0.00032862608786672355,0.009167060256004333,0.0004918351187370718,0.001728495117276907,0.0,0.00033546977210789923,0.0003488636808469892
17,0.006900841370224953,0.0003439565480221063,0.000521596462931484,0.0,0.00017927192384377123,0.00018588497769087554,0.006131397560238838,0.00020078071975149214,0.00040511347469873726,0.0,0.0001655655447393656,0.00010939954081550241
18,0.005991691257804632,0.0005034191417507827,0.0007872142014093697,0.0,0.00014320212649181487,0.00016345614567399026,0.006524758879095316,0.0011180299334228039,0.0008340977365151048,0.0,0.00016441287007182837,0.0002282979665324092
19,0.00593612203374505,0.00043287346488796175,0.00041762623004615307,0.0,0.00013247982133179903,0.00018698773346841337,0.005889254156500101,0.00039105219184421003,0.00018880428979173303,0.0,0.0001647179014980793,8.010594756342472e-05
